LBRRY_CD,LBRRY_NM,LBRRY_ADDR,LBRRY_LA,LBRRY_LO,ONE_AREA_NM,TWO_AREA_NM,LBRRY_NO,API_LBRRY_NO,TEL_NO,FAX_NO,HMPG_VALUE,OPNNG_TIME,CLOSEDON_DC,LBRRY_TY_CD,LBRRY_TY_NM,FOND_MBY_VALUE,OPNNG_YEAR,ZIP_NO,X_CRDNT_VALUE,Y_CRDNT_VALUE,MUMM_LON_YEAR,BSNS_PARTCPTN_YEAR,MASTR_LBRRY_CD,LBRRY_NCM_NM,ETC_LBRRY_CD,AREA_CD,ETC_LBRRY_ADDR,ETC_LBRRY_NM,TWO_ETC_LBRRY_NM,REPRSNT_AT,ONE_AREA_CD,TWO_AREA_CD,WETHR_AREA_CD
9200,금산인삼고을도서관,충청남도 금산군 금산읍 금산로 1543,36.1112746,127.4912762,충청남도,금산군,144046,144046,041-750-4470,041-751-6730,http://library.geumsan.go.kr/,"주중:09:00~22:00, 주말:09:00~21:00",매주 일요일,1,공공,지자체,2007,32726,999214.85068363,1790475.56714258,2007,2017,9200,인삼고을,MA,3,,,,Y,충청남도,금산군,금산
9201,진산도서관,충청남도 금산군 진산면 읍내로 63,36.1438886,127.3698109,충청남도,금산군,144168,144168,041-750-2953,041-751-5651,http://library.geumsan.go.kr/,-,매주 일요일,1,공공,지자체,2013,32704,988287.714966846,1794100.82677978,2013,2017,9200,진산,MD,3,,,,N,충청남도,금산군,금산
9205,금산작은도서관,충청남도 금산군 금산읍 방아동4길 17,36.0975478,127.4916323,충청남도,금산군,144069,144069,041-754-1318,-,http://library.geumsan.go.kr/,-,매주 일요일 / 법정공휴일,2,작은,공립,2008,32748,999246.768956968,1788953.0349787,2008,2017,9200,금산작은,SD,3,,,,N,충청남도,금산군,금산
9208,추부도서관,충청남도 금산군 추부면 하마전로 31,36.1909288,127.4700975,충청남도,금산군,144068,144068,041-750-2955,041-751-6732,http://library.geumsan.go.kr/,-,매주 일요일,1,공공,지자체,2009,32714,997311.469989292,1799310.98450393,2009,2017,9200,추부,MB,3,,,,N,충청남도,금산군,금산
9209,금산기적의도서관,충청남도 금산군 금산읍 비단로 296-13,36.1109996,127.4906171,충청남도,금산군,144041,144041,041-750-4482,041-751-6731,http://library.geumsan.go.kr/,-,매주 일요일,1,공공,지자체,2005,32726,999155.528187046,1790445.07058013,2005,2017,9200,기적,BR,3,,,,N,충청남도,금산군,금산
9300,울산남부도서관,울산광역시 남구 거마로13번길 6,35.535816,129.2951888,울산광역시,남구,148014,148014,052-259-7532,052-259-7579,https://www.usnl.or.kr/,-,"매주 월요일 / 국가지정공휴일, 특별한 사유로 공고한 날",1,공공,교육청,1989,44648,1162747.64627441,1728132.78190175,1989,2017,9300,울산남부,MA,18,,,,Y,울산광역시,남구,울산
9400,울산 북구 중앙도서관,울산광역시 북구 두부곡1길 9,35.5842174,129.3679182,울산광역시,북구,131005,131005,052-241-7407,052-241-7409,https://usbl.bukgu.ulsan.kr/,자료실(평일9:00~20:00/주말9:00~18:00) 열람실(평일8:30~22:00/주말8:30~18:00) 멀티미디어실(9:00~18:00),"매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우",1,공공,지자체,2008,44244,1169240.04497219,1733624.30098264,2008,2017,9400,중앙,MA,18,,,,Y,울산광역시,북구,울산
9401,울산 북구 기적의도서관,울산광역시 북구 이화5길 29-13,35.6622063,129.3364797,울산광역시,북구,131002,131002,052-241-7420,052-241-7429,https://usbl.bukgu.ulsan.kr/,화-금 09:30~20:00/토-일 09:30-18:00,"매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우",1,공공,지자체,2004,44216,1166229.72207783,1742221.70057629,2004,2017,9400,기적,KM,18,,,,N,울산광역시,북구,울산
9403,울산 북구 농소1동도서관,울산광역시 북구 동대15길 27,35.6291873,129.3545038,울산광역시,북구,131001,131001,052-241-7430,052-241-7439,https://usbl.bukgu.ulsan.kr/,08:30 ~ 22:00,"매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우",1,공공,지자체,2006,44227,1167930.47661279,1738589.65709135,2006,2017,9400,농소1동,NS,18,,,,N,울산광역시,북구,울산
9402,울산 북구 농소3동도서관,울산광역시 북구 아진1로 47,35.6330929,129.3355864,울산광역시,북구,131003,131003,052-241-7440,052-241-7449,https://usbl.bukgu.ulsan.kr/,자료실(평일 9:00~20:00/주말 9:00~18:00) 열람실(평일 8:30~22:00/주말 8:30~18:00),"매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우",1,공공,지자체,2005,44204,1166209.1740361,1738990.7413457,2005,2017,9400,농소3동,NT,18,,,,N,울산광역시,북구,울산
9404,울산 북구 염포양정도서관,울산광역시 북구 염포로 685-1,35.5318826,129.3939096,울산광역시,북구,131019,131019,052-241-7450,052-241-7459,https://usbl.bukgu.ulsan.kr/,"자료실 화~금 - 9:00~20:00, 주말 9:00 ~ 18:00, 독서실 화~금 8:30~22:00, 주말 8:30~18:00","매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우",1,공공,지자체,2010,44262,1171706.86837441,1727864.0057313,2010,2017,9400,염포양정,YM,18,,,,N,울산광역시,북구,울산
9411,울산 북구 명촌어린이도서관,울산광역시 북구 명촌12길 11,35.5550074,129.3553039,울산광역시,북구,131056,131056,052-241-7460,052-241-7469,https://usbl.bukgu.ulsan.kr/,"자료실(09:00~18:00) 열람실(화~금 09:00~21:00, 토~일 09:00~18:00)","매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우",1,공공,지자체,2012,44254,1168158.06624016,1730362.54505165,2012,2017,9400,명촌어린이,BA,18,,,,N,울산광역시,북구,울산
9419,울산 북구 매곡도서관,울산광역시 북구 매곡로 138-19,35.6441992,129.3504917,울산광역시,북구,131079,131079,052-241-7470,052-241-7479,https://usbl.bukgu.ulsan.kr/,-,"매주 월요일 / 법정공휴일, 장서점검 및 보수 공사 등 부득이한 사유로 인하여 북구청장이 필요하다고 인정하는 경우",1,공공,지자체,2017,44215,1167535.78215733,1740248.03064226,2017,2017,9400,매곡,MG,18,,,,N,울산광역시,북구,울산
9417,푸른작은도서관,"울산광역시 북구 신천로 92, 관리동 2층",35.6449758,129.3530831,울산광역시,북구,131029,131029,052-282-3814,-,https://usbl.bukgu.ulsan.kr/,-,매주 일요일 / 법정공휴일,2,작은,사립,2010,44219,1167768.798906,1740338.59727146,2010,2017,9400,푸른작은,CC,18,,,,N,울산광역시,북구,울산
9416,책가방작은도서관,"울산광역시 북구 천곡남로 38, 관리동 지하1층",35.631562,129.3366859,울산광역시,북구,131025,131025,052-967-8008,-,https://usbl.bukgu.ulsan.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,사립,2001,44204,1166311.91539371,1738822.78390701,2001,2017,9400,책가방작은,CB,18,,,,N,울산광역시,북구,울산
9415,책사랑작은도서관,"울산광역시 북구 천곡길 165, 관리동 2층",35.6380752,129.3274329,울산광역시,북구,131020,131020,052-935-1379,-,https://usbl.bukgu.ulsan.kr/,-,"매월 둘째주, 넷째주 토요일, 일요일 / 법정공휴일",2,작은,사립,2003,44202,1165460.53384499,1739529.65331516,2003,2017,9400,책사랑작은,CA,18,,,,N,울산광역시,북구,울산
9407,책누리작은도서관,"울산광역시 북구 염포로 459, 관리동 2층",35.5509767,129.3833239,울산광역시,북구,131036,131036,052-289-3525,-,https://usbl.bukgu.ulsan.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,사립,2011,44258,1170706.54308502,1729963.63898162,2011,2017,9400,책누리작은,CH,18,,,,N,울산광역시,북구,울산
9406,책놀이터작은도서관,"울산광역시 북구 아진로 42, 관리동 지하1층",35.6299962,129.3422293,울산광역시,북구,131027,131027,052-282-6630,-,https://usbl.bukgu.ulsan.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,사립,1998,44208,1166817.18073357,1738658.48786503,1998,2017,9400,책놀이터작은,CJ,18,,,,N,울산광역시,북구,울산
9408,다울림작은도서관,"울산광역시 북구 천곡길 137, 107동 지하2층",35.6374664,129.3300097,울산광역시,북구,131037,131037,052-286-6022,-,https://usbl.bukgu.ulsan.kr/,-,"매월 첫째주, 셋째주 토요일, 일요일 / 법정공휴일",2,작은,사립,2011,44202,1165695.12689092,1739466.46225149,2011,2017,9400,다울림작은,CI,18,,,,N,울산광역시,북구,울산
9409,책마루작은도서관,울산광역시 북구 달천로 103-20,35.6317616,129.3269509,울산광역시,북구,131041,131041,052-281-7785,-,https://usbl.bukgu.ulsan.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,사립,2011,44205,1165429.90263192,1738828.49881865,2011,2017,9400,책마루작은,CK,18,,,,N,울산광역시,북구,울산
9405,가온누리작은도서관,"울산광역시 북구 신천소공원로 15, 108동 1층",35.6454614,129.346506,울산광역시,북구,131059,131059,052-292-2774,-,https://usbl.bukgu.ulsan.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,사립,2011,44218,1167172.26261143,1740381.25488616,2011,2017,9400,가온누리작은,CL,18,,,,N,울산광역시,북구,울산
9410,양정작은도서관(달팽이),울산광역시 북구 염포로 521-1,35.5448314,129.3848384,울산광역시,북구,131057,131057,052-288-3709,-,https://usbl.bukgu.ulsan.kr/,-,매주 일요일 / 법정공휴일,2,작은,사립,2010,44260,1170856.87731281,1729284.59210219,2010,2017,9400,양정작은,CM,18,,,,N,울산광역시,북구,울산
9412,햇살작은도서관,울산광역시 북구 중산동로 37,35.6547535,129.3506303,울산광역시,북구,131068,131068,052-292-9955,-,https://usbl.bukgu.ulsan.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,사립,2012,44213,1167526.28462448,1741419.02214349,2012,2017,9400,햇살작은,CN,18,,,,N,울산광역시,북구,울산
9413,꿈꾸는작은도서관,울산광역시 북구 아진로 75,35.6297775,129.338959,울산광역시,북구,131043,131043,052-282-0604,-,https://usbl.bukgu.ulsan.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,사립,2004,44207,1166521.46994941,1738628.68392711,2004,2017,9400,꿈꾸는작은,CO,18,,,,N,울산광역시,북구,울산
9414,아름드리작은도서관,"울산광역시 북구 신기3길 19-6, 관리동 2층",35.6453706,129.3544357,울산광역시,북구,131031,131031,070-4415-1212,-,https://usbl.bukgu.ulsan.kr/index.html,,"매주 토요일, 일요일 / 법정공휴일",2,작은,,,,1167890.44399686,1740384.70117614,2014,2017,9400,아름드리작은,CP,18,,,,N,울산광역시,북구,울산
9418,극동푸른작은도서관,"울산광역시 북구 신천로 27, 관리동 1층",35.6415845,129.3480783,울산광역시,북구,131061,131061,052-285-3340,-,https://usbl.bukgu.ulsan.kr/,-,"매주 토요일, 일요일 / 법정공휴일",2,작은,사립,2015,44218,1167322.7119888,1739953.87900604,2015,2017,9400,극동푸른작은,CR,18,,,,N,울산광역시,북구,울산
9504,양주시립꿈나무도서관,경기도 양주시 백석읍 꿈나무로 199,37.7923901,126.9871678,경기도,양주시,141098,141098,031-8082-7411,031-8082-7409,https://www.libyj.go.kr/childlib/,09:00~22:00,매주 금요일 / 국경일,1,공공,지자체,2006,11510,954847.914274758,1977089.49228977,2006,2017,9500,꿈나무,MB,7,,,,N,경기도,양주시,동두천
9500,양주시립덕정도서관,경기도 양주시 화합로1371번길 11,37.842918,127.0631264,경기도,양주시,141037,141037,031-8082-7420,031-8082-7409,https://www.libyj.go.kr/djlib/,"어린이자료실(평일,주말 09:00~18:00), 일반자료실(평일 09:00~22:00 / 주말 09:00~18:00), 열람실(평일,주말 09:00~22:00)",매주 월요일 / 법정공휴일 (자료실 및 열람실 전체휴관),1,공공,지자체,1994,11450,961561.901158248,1982661.56819244,1994,2017,9500,덕정,MA,7,,,,Y,경기도,양주시,동두천
9503,양주시립남면도서관,경기도 양주시 남면 개나리17길 24,37.8980773,126.9758804,경기도,양주시,141154,141154,031-8082-7436,031-8082-7409,https://www.libyj.go.kr/nmlib/,09:00-18:00(자료실) 09:00-23:00(열람실),매주 월요일(열람실은 국경일만 휴관) / 국경일,1,공공,지자체,2009,11404,953919.92551064,1988821.03121703,2009,2017,9500,남면,MC,7,,,,N,경기도,양주시,동두천
9506,양주시립고읍도서관,경기도 양주시 고읍남로 207,37.7925771,127.0843348,경기도,양주시,141323,141323,031-8082-7447,031-8082-7409,https://www.libyj.go.kr/gulib/,"일반자료실(평일 09:00~22:00, 주말 09:00~18:00), 어린이자료실(평일, 주말 09:00~18:00), 열람실(평일, 주말 09:00~22:00)",매주 금요일 / 법정공휴일,1,공공,지자체,2011,11492,963403.074504575,1977067.76002795,2011,2017,9500,고읍,MD,7,,,,N,경기도,양주시,동두천
9508,양주시립덕계도서관,경기도 양주시 평화로1475번길 39,37.8224492,127.0478443,경기도,양주시,141545,141545,031-8082-7456,031-8082-7409,https://www.libyj.go.kr/dklib/,"유아 ·다문화자료실(평일,주말 9:00~18:00), 종합자료실(평일 : 9:00~22:00 / 주말 : 9:00~18:00)",매주 금요일 / 국경일,1,공공,지자체,2014,11443,960206.313830375,1980396.95929496,2014,2017,9500,덕계,MF,7,,,,N,경기도,양주시,동두천
9509,양주희망도서관,경기도 양주시 삼숭로38번길 78-47,37.7979256,127.103811,경기도,양주시,141558,141558,031-8082-7466,031-8082-7409,https://www.libyj.go.kr/hmlib/,"일반자료실(평일 09:00~22:00, 주말 09:00~18:00), 어린이자료실/디지털자료실(평일, 주말 09:00~18:00), 학습실(평일, 주말 09:00~22:00)",매주 월요일 / 법정공휴일,1,공공,지자체,2015,11487,965120.363443949,1977653.72514063,2015,2017,9500,희망,MG,7,,,,N,경기도,양주시,동두천
9510,양주시립광적도서관,경기도 양주시 광적면 광적로42번길 5,37.8213656,126.986781,경기도,양주시,141581,141581,031-8082-7483,031-8082-7409,https://www.libyj.go.kr/gjlib/,[평일] 유아/아동자료실 09:00~18:00 일반자료실 09:00~22:00 [주말] 모든 자료실 09:00~18:00,매주 월요일 / 국경일,1,공공,지자체,2016,11419,954831.511066775,1980304.49772496,2016,2017,9500,광적,MH,7,,,,N,경기도,양주시,동두천
9505,장흥작은도서관,경기도 양주시 장흥면 호국로 470,37.7137571,126.9693719,경기도,양주시,141300,141300,031-844-0987,-,https://www.libyj.go.kr/jhlib/index.do,-,매주 금요일 / 국경일,2,작은,공립,2011,11523,953231.600931545,1968374.01319057,2011,2017,9500,장흥(작),SA,7,,,,N,경기도,양주시,동두천
9600,여수시립쌍봉도서관,전라남도 여수시 학동서4길 18-12,34.7630441,127.658722,전라남도,여수시,146026,146026,061-659-4770,061-659-5856,http://yslib.yeosu.go.kr/,"평일 09:00~22:00, 주말 09:00~17:00","매월 첫째주 목요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",1,공공,지자체,1993,59672,1014525.28061761,1640962.5249778,1993,2017,9600,쌍봉,MA,10,,,,Y,전라남도,여수시,여수
9601,여수시립현암도서관,전라남도 여수시 충민사길 43,34.7571412,127.7314764,전라남도,여수시,146015,146015,061-659-4810,061-659-1931,http://yslib.yeosu.go.kr/,~ 21. 8. 30.까지 휴관,"매월 첫째주 금요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",1,공공,지자체,1985,59722,1021184.84326577,1640320.86677691,1985,2017,9600,현암,MB,10,,,,N,전라남도,여수시,여수
9602,여수시립환경도서관,전라남도 여수시 문수로 53-32,34.7542288,127.7010727,전라남도,여수시,146052,146052,061-659-4811,061-659-1927,http://yslib.yeosu.go.kr/,"평일 09:00~22:00, 주말 09:00~17:00","매월 첫째주 목요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",1,공공,지자체,2007,59702,1018402.92225692,1639991.91700124,2007,2017,9600,환경,MC,10,,,,N,전라남도,여수시,여수
9603,여수시립돌산도서관,전라남도 여수시 돌산읍 강남해안로 129,34.7160081,127.7499315,전라남도,여수시,146036,146036,061-659-4823,061-659-1928,http://yslib.yeosu.go.kr/,"평일 09:00~22:00, 주말 09:00~17:00","매월 첫째주 목요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",1,공공,지자체,1997,59769,1022885.20498342,1635763.59028261,1997,2017,9600,돌산,MD,10,,,,N,전라남도,여수시,여수
9604,여수시립소라도서관,전라남도 여수시 소라면 덕양로 344,34.7886128,127.6334897,전라남도,여수시,146038,146038,061-659-4833,061-659-1929,http://yslib.yeosu.go.kr/,"평일 09:00~22:00, 주말 09:00~17:00","매월 첫째주 금요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",1,공공,지자체,1998,59649,1012212.40319605,1643794.53714213,1998,2017,9600,소라,ME,10,,,,N,전라남도,여수시,여수
9605,여수시립율촌도서관,전라남도 여수시 율촌면 율촌로 100-11,34.8837459,127.5786328,전라남도,여수시,146045,146045,061-659-4848,061-659-1930,http://yslib.yeosu.go.kr/,"평일 09:00~22:00, 주말 09:00~17:00","매월 첫째주 금요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",1,공공,지자체,2005,59602,1007185.50745619,1654338.85435459,2005,2017,9600,율촌,MF,10,,,,N,전라남도,여수시,여수
9700,광주 북구 일곡도서관,광주광역시 북구 일곡로 55,35.2087616,126.895006,광주광역시,북구,124010,124010,062-410-6889,062-410-8294,https://lib.bukgu.gwangju.kr,"자료실 평일09:00~ 18:00, 주말 09:00~17:00, 열람실 07:00~22:00","매월 첫째주, 셋째주 월요일 / 법정공휴일, 기타 도서관 필요에 의해 정하는 날",1,공공,지자체,2000,61036,944933.530113849,1690546.94011648,2000,2017,9700,일곡,MA,4,,,,Y,광주광역시,북구,광주
9701,광주 북구 운암도서관,광주광역시 북구 북문대로 118,35.1801822,126.8753206,광주광역시,북구,129131,129131,062-410-6957,062-510-1587,https://lib.bukgu.gwangju.kr,"종합자료실,어린이실-9:00~18:00(토,일요일-17:00)/학습실-08:00~22:00","매월 둘째주, 넷째주 월요일 / 법정공휴일, 기타 도서관 필요에 의해 정하는 날",1,공공,지자체,2012,61103,943121.826681,1687388.51385396,2012,2017,9700,운암,MB,4,,,,N,광주광역시,북구,광주
9800,밀양시립도서관,경상남도 밀양시 중앙로 265,35.4867664,128.7548041,경상남도,밀양시,148008,148008,055-359-6036,055-359-6032,http://www.myclib.or.kr/,08:00 - 23:00,"매주 월요일 / 1월 1일, 설날, 추석, 기타 도서관 사정에 의하여 도서관장이 정한 날",1,공공,지자체,1982,50437,1113823.728399729589,1721934.38421886,1982,2017,9800,밀양,MA,12,,,,Y,경상남도,밀양시,밀양
9804,밀양시립영어도서관,경상남도 밀양시 중앙로 265,35.4867664,128.7548041,경상남도,밀양시,148300,148300,055-359-6045,055-359-6044,http://eng.myclib.or.kr/,-,"매주 월요일 / 1월 1일, 설날, 추석, 법정선거일, 기타 도서관 사정에 의하여 도서관장이 정한 날",1,공공,지자체,2014,50437,1113823.728399729589,1721934.38421886,2014,2017,9800,밀양영어,SA,12,,,,N,경상남도,밀양시,밀양
13004,익산시립모현도서관,전라북도 익산시 선화로6길 7,35.949644,126.9360088,전라북도,익산시,145095,145095,063-859-3731,063-859-3729,http://lib.iksan.go.kr/,"자료실 평일 09:00~22:00, 주말 09:00~17:00 | 자유열람실 평일 08:00~22:00, 주말 08:00~18:00","매주 월요일 / 일요일을 제외한 공휴일(단, 일요일과 공휴일이 겹칠 경우 휴무), 매월 셋째주 월요일, 신정, 설날, 추석 당일은 열람실도 휴관",1,공공,지자체,2011,54658,949136.260941555,1772695.21461001,2011,2017,13000,모현,MO,9,,,,N,전라북도,익산시,군산
13000,익산시립마동도서관,전라북도 익산시 선화1로 99,35.9404093,126.9690213,전라북도,익산시,145024,145024,063-859-3465,063-859-3479,http://lib.iksan.go.kr/,"자료실 평일 09:00~22:00, 주말 09:00~17:00 | 자유열람실 평일 08:00~22:00, 주말 08:00~18:00","매주 월요일 / 일요일을 제외한 공휴일(단, 일요일과 공휴일이 겹칠 경우 휴무), 매월 첫째주 월요일, 신정, 설날, 추석 당일은 열람실도 휴관",1,공공,지자체,1994,54627,952107.959910414,1771654.24478238,1994,2017,13000,마동,MA,9,,,,Y,전라북도,익산시,군산
13003,익산시립영등도서관,전라북도 익산시 궁동로 57,35.9626723,126.9777362,전라북도,익산시,145042,145042,063-859-4661,063-831-1462,http://lib.iksan.go.kr/,"평일 09:00~22:00, 주말 09:00~17:00 | 자유열람실 평일 08:00~22:00, 주말 08:00~18:00","매주 월요일 / 일요일을 제외한 공휴일(단, 일요일과 공휴일이 겹칠 경우 휴무), 매월 첫째주 월요일, 신정, 설날, 추석 당일은 열람실도 휴관",1,공공,지자체,2003,54541,952907.22902366,1774119.30838708,2003,2017,13000,영등,BR,9,,,,N,전라북도,익산시,군산
13008,익산시립부송도서관,전라북도 익산시 무왕로25길 30,35.9639592,126.9941517,전라북도,익산시,145116,145116,063-859-3717,063-859-3720,http://lib.iksan.go.kr/,-,"매주 월요일 / 일요일을 제외한 공휴일(단, 일요일과 공휴일이 겹칠 경우 휴무), 매월 첫째주 월요일, 신정, 설날, 추석 당일은 열람실도 휴관",1,공공,지자체,2012,54550,954388.174653878,1774254.24606516,2012,2017,13000,부송,BU,9,,,,N,전라북도,익산시,군산
13020,익산시립황등도서관,전라북도 익산시 황등면 황등8길 7,36.0044937,126.9434981,전라북도,익산시,145144,145144,063-859-3721,063-859-3189,http://lib.iksan.go.kr/,자료실 09:00~18:00 (단 주말은 09:00~17:00),"매주 월요일 / 일요일을 제외한 공휴일(단, 일요일과 공휴일이 겹칠 경우 휴무)",1,공공,지자체,2016,54533,949846.406745546,1778775.03706843,2016,2017,13000,황등,HW,9,,,,N,전라북도,익산시,군산
14000,순천시립삼산도서관,전라남도 순천시 중앙로 232,34.9666906,127.4865762,전라남도,순천시,146120,146120,061-749-6691,061-749-4722,https://library.suncheon.go.kr/,09:00 ~ 22:00,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),1,공공,지자체,2012,57938,998774.559847876,1663534.25512911,2012,2017,14000,삼산,MA,10,,,,Y,전라남도,순천시,순천
14003,순천시립연향도서관,전라남도 순천시 연향번영길 54,34.9471023,127.5185748,전라남도,순천시,146034,146034,061-749-8555,061-749-4716,https://library.suncheon.go.kr/,08:00~22;00,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),1,공공,지자체,1998,57980,1001696.07131519,1661362.07778768,1998,2017,14000,연향,BR,10,,,,N,전라남도,순천시,순천
14045,풍덕글마루작은도서관,전라남도 순천시 풍덕1길 52,34.9421877,127.4972527,전라남도,순천시,146067,146067,061-749-8454,-,https://library.suncheon.go.kr/,-,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),2,작은,공립,2009,57961,999749.128130878,1660816.91827043,2009,2017,14000,풍덕작은,MG,10,,,,N,전라남도,순천시,순천
14046,순천시립조례호수도서관,전라남도 순천시 조례2길 31,34.9640551,127.5245258,전라남도,순천시,146068,146068,061-749-8891,061-749-4719,https://library.suncheon.go.kr/,08:00~22:00,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),1,공공,지자체,2010,57932,1002238.99809476,1663242.18221368,2010,2017,14000,조례,MC,10,,,,N,전라남도,순천시,순천
14047,해룡농어촌도서관,전라남도 순천시 해룡면 해룡로 1120,34.9137107,127.5367558,전라남도,순천시,146069,146069,061-749-8647,061-749-4721,https://library.suncheon.go.kr/,09:00~18:00,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),1,공공,지자체,2010,58019,1003357.54483806,1657659.57770384,2010,2017,14000,해룡,MD,10,,,,N,전라남도,순천시,순천
14051,순천시립그림책도서관,전라남도 순천시 도서관길 33,34.9579091,127.4862543,전라남도,순천시,146014,146014,061-749-8892,061-749-4715,https://library.suncheon.go.kr/pblibrary/,09:00 ~ 18:00,"매주 월요일 / 설날, 추석(다만 월요일이 공휴일인 경우, 그 다음날 휴관한다)",1,공공,지자체,1968,57939,998745.040163393,1662560.43020414,1968,2017,14000,그림책,MB,10,,,,N,전라남도,순천시,순천
14054,순천기적의도서관,전라남도 순천시 해룡면 기적의도서관길 60,34.9471695,127.527657,전라남도,순천시,146118,146118,061-749-8890,061-749-4717,https://library.suncheon.go.kr/miracle/,오전9시~ 오후6시,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),1,공공,지자체,2003,57986,1002525.36805045,1661369.72160128,2003,2017,14000,기적,MH,10,,,,N,전라남도,순천시,순천
14063,순천시립신대도서관,전라남도 순천시 해룡면 매안로 162,34.935271,127.563376,전라남도,순천시,146175,146175,061-749-4374,-,https://library.suncheon.go.kr/,-,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),1,공공,지자체,2017,58007,1005787.71572108,1660051.71987242,2017,2017,14000,신대,MJ,10,,,,N,전라남도,순천시,순천
16000,안동시립웅부도서관,경상북도 안동시 태사길 78,36.5661267,128.7351927,경상북도,안동시,147030,147030,054-858-5041,054-840-3859,https://lib.andong.go.kr,"자료실 : 평일 09:00~18:00, 주말 09:00~17:00 / 열람실 : 평일/주말 08:00~22:00","매월 첫번째, 세번째 월요일 / 법정공휴일",1,공공,지자체,1965,36693,1110526.38298645,1841637.96419142,1965,2017,16000,웅부,MA,11,,,,Y,경상북도,안동시,안동
16004,안동시립어린이도서관,경상북도 안동시 강남5길 113-14,36.548773,128.729933,경상북도,안동시,147163,147163,054-858-5041,054-841-3912,https://lib.andong.go.kr,"자료실 : 평일 09:00~18:00, 주말 09:00~17:00 / 열람실 : 평일/주말 08:00~22:00","매월 첫번째, 세번째 월요일 / 법정공휴일",1,공공,지자체,2016,36747,1110080.33608268,1839706.84238669,2016,2017,16000,어린이,GN,11,,,,N,경상북도,안동시,안동
17000,중랑구립정보도서관,서울특별시 중랑구 신내로15길 197,37.6151557,127.0868682,서울특별시,중랑구,111034,111034,02-3407-1111,02-490-9140,http://www.jungnanglib.seoul.kr/jnlib/,"유아 자료실 (평일) 09:00 ~ 18:00 (주말 17시) / 종합자료실 및 디지털 자료실 09:00 ~ 22:00 (단, 1,3주 월:18시, 주말: 17시) / 개인학습실 및 스마트 열람실 (월~일) 08:00 ~ 22:00","매월 두번째, 네번째 월요일 / 일요일을 제외한 법정공휴일 및 근로자의 날(5월 1일), 도서관 사정에 의한 임시휴관일, 단, 다섯째주 월요일은 정상운영",1,공공,지자체,1999,02041,963539.32081701,1957382.3605536,1999,2017,17000,정보,MA,1,,,,Y,서울특별시,중랑구,서울
